Fid,Gender,Age,Bank_Account,Bank_Name,Trans_Amount,Transno,Balance,Trans_Type,Trans_Date,Location,Fraud
86.235.66.143.252.250-81,Female,75,CNAB97057408077204,Pioneer Savings,7449.95,9426,38873.25,Debit,2021-12-17,Beijing,1
88.15.27.101.86.165-57,Female,73,VOHT46697370591388,Pioneer Savings,2198.12,9372,38428.35,Debit,2023-06-18,Berlin,0
49.13.142.175.7.192-12,Male,38,SVQY69043421608212,Pioneer Savings,963.46,9685,12482.8,Debit,2023-11-28,Mumbai,1
6.51.148.142.138.58-10,Female,29,JPYW40877556293141,Capital Trust,1961.89,9543,1241.91,Debit,2024-09-03,Berlin,0
92.191.106.214.150.139-76,Male,71,UTTG87388125667890,Unity Bank,9897.69,4938,39534.22,Credit,2022-03-25,London,1
164.213.15.78.198.223-50,Female,43,RHBJ12348661730213,Unity Bank,6945.71,6716,31255.78,Debit,2024-11-25,Berlin,0
88.142.21.41.101.65-49,Female,52,DFJF08105778197663,Capital Trust,1733.09,6780,12464.96,Debit,2024-05-28,New York,0
65.5.68.23.213.124-19,Male,31,CSFW05129557963482,Summit Bank,5077.61,6910,39863.12,Credit,2022-11-28,Beijing,0
97.135.42.211.136.143-48,Male,40,VMUF57778077517173,Capital Trust,7981.35,3795,21095.76,Credit,2024-10-19,Mumbai,1
190.206.49.212.169.77-86,Male,39,MGQX77036052469794,Unity Bank,1376.43,4977,15467.27,Credit,2021-12-21,Sydney,1
99.25.40.246.11.18-81,Male,55,UAQQ16090761084497,Pioneer Savings,6431.66,3558,7429.85,Credit,2023-09-20,Sydney,1
39.182.161.244.120.116-68,Female,49,CCPX46136374793622,Summit Bank,2949.08,7993,15576.34,Debit,2023-05-02,London,1
3.134.162.167.204.201-80,Female,58,TWMK93167599157556,Capital Trust,621.14,6350,27786.16,Credit,2022-09-28,Beijing,1
39.245.124.221.133.204-32,Male,75,LZJD14802969990998,Pioneer Savings,3663.02,3483,25119.07,Debit,2022-02-06,Beijing,0
134.56.128.24.30.203-39,Male,79,NGTU34036888521133,Unity Bank,2760.93,2816,33987.98,Debit,2023-08-31,Mumbai,0
106.204.158.213.213.103-93,Male,18,TMJG65620856769977,Summit Bank,5141.94,2571,44990.79,Credit,2022-11-04,Mumbai,1
205.67.85.240.201.221-16,Male,62,CYEX84559724920196,Unity Bank,548.84,5351,16344.27,Debit,2023-01-10,Beijing,1
183.61.117.35.132.210-23,Male,56,YMWW85928280639095,Pioneer Savings,5671.71,7583,38427.56,Credit,2023-03-17,Beijing,1
118.32.31.11.62.49-57,Male,68,TIFW41377981250617,Unity Bank,590.07,6515,21699.36,Credit,2024-07-10,New York,0
106.142.231.199.41.85-52,Male,38,ITPC69433084564718,Summit Bank,5715.81,8019,49011.03,Credit,2024-01-14,Berlin,1
215.188.121.103.124.1-76,Female,27,DXOF97490837951716,Pioneer Savings,1402.86,3566,18747.12,Debit,2024-09-16,Mumbai,0
115.29.123.78.85.191-88,Female,79,SJUK79564457772177,Summit Bank,4857.44,4673,42255.72,Credit,2023-07-02,Beijing,1
121.211.110.128.144.141-60,Female,26,FAPC34562263124200,Capital Trust,5411.39,1661,27955.24,Debit,2023-05-07,London,0
23.144.104.157.91.210-77,Male,63,SVYB21374407882369,Capital Trust,3979.99,2272,20792.61,Debit,2022-11-16,Tokyo,1
63.224.141.220.98.208-42,Female,28,ZHAT70171283119049,Summit Bank,7578.64,6163,43938.73,Debit,2022-04-12,Tokyo,0
173.20.163.189.177.246-78,Female,25,FYHB25127285780366,Global Bank,7011.36,5957,20485.24,Credit,2022-09-15,New York,0
199.190.143.186.84.110-80,Male,34,EEOX22425069055016,Unity Bank,3974.37,8187,24677.2,Credit,2022-03-01,Berlin,1
136.213.78.25.68.251-19,Male,59,RBLA67310812341885,Pioneer Savings,5002.22,1161,11234.48,Debit,2024-04-04,Beijing,1
211.9.18.58.224.183-95,Male,65,BDGS80257674928054,Summit Bank,5953.54,7700,31856.92,Debit,2023-10-22,Beijing,0
229.93.143.239.143.147-40,Female,22,DEJY42079178439916,Global Bank,3290.04,8443,15110.82,Credit,2022-03-12,Beijing,0
177.109.130.221.10.167-33,Male,31,REYX81767190314942,Pioneer Savings,8241.22,3869,14657.53,Credit,2023-05-28,Berlin,1
189.149.31.2.39.104-65,Female,76,URNA27529918454528,Unity Bank,5016.77,7999,25723.33,Debit,2022-03-13,Beijing,0
220.141.150.150.83.237-96,Female,47,URYA16385126011831,Capital Trust,6281.01,4792,42197.73,Credit,2024-03-27,Beijing,1
6.17.41.10.83.61-16,Female,43,MEQU86768940209646,Pioneer Savings,793.19,9364,30214.75,Credit,2022-02-15,Beijing,0
210.177.54.26.114.211-42,Male,35,YZSU96631652257059,Global Bank,3189.11,4425,10894.55,Debit,2024-03-21,Berlin,1
59.201.63.152.74.2-15,Male,39,JFPF38309890258149,Global Bank,114.5,9631,33667.67,Credit,2023-01-22,London,1
31.162.198.11.143.203-93,Male,22,SVQN51798193637381,Unity Bank,7910.04,8539,16265.2,Credit,2022-02-05,London,0
115.155.13.252.14.54-39,Male,63,XVQJ96723981006531,Unity Bank,8749.06,6098,8518.51,Credit,2024-08-14,Mumbai,1
71.162.90.203.79.215-89,Female,39,WXDW38388670947998,Global Bank,7966.78,8434,43099.2,Credit,2022-11-16,Berlin,1
146.224.23.88.242.226-12,Male,36,NEIL30793561038412,Pioneer Savings,5675.39,2571,47502.84,Debit,2023-11-20,Sydney,0
116.140.54.240.87.163-35,Female,39,PNTP06086083569317,Global Bank,1654.24,2530,32860.75,Credit,2024-05-22,Beijing,0
69.8.215.117.76.16-21,Female,42,OWVB21870415908959,Unity Bank,8782.4,6027,37050.45,Debit,2022-12-17,Beijing,0
200.163.98.254.134.64-16,Female,46,ICQJ59109795856182,Global Bank,1643.84,9760,3310.26,Credit,2023-07-11,New York,1
190.110.109.147.229.221-23,Female,50,UIVZ44767385675216,Unity Bank,9743.73,6014,20766.44,Debit,2022-11-16,New York,1
215.208.216.46.198.245-18,Female,26,XKFI92535198140786,Pioneer Savings,8721.15,6110,41166.62,Credit,2023-02-23,New York,0
236.99.36.207.146.130-96,Male,47,CHEO74048197353169,Global Bank,1470.33,3552,40928.3,Credit,2024-05-24,London,1
242.216.222.135.171.219-59,Male,29,ACYL18206271946820,Global Bank,7712.12,8984,21581.08,Credit,2024-03-19,Beijing,0
126.155.25.48.43.207-66,Female,31,NCAG99073164413005,Pioneer Savings,2801.66,2703,45371.08,Credit,2023-08-10,Mumbai,1
220.2.2.218.125.31-45,Female,55,XCNF44883390110229,Capital Trust,5867.05,4387,12688.51,Credit,2023-10-18,Mumbai,0
86.172.196.152.124.125-65,Female,23,HWRI15859873791186,Unity Bank,1867.14,4131,9217.26,Credit,2024-03-04,Sydney,0
226.165.209.186.102.188-58,Male,72,CRXT83156970444873,Unity Bank,7618.25,5913,31086.14,Debit,2022-09-17,London,1
255.41.78.74.216.27-42,Female,19,KDJX27242506220344,Unity Bank,4436.49,5273,3733.04,Debit,2022-03-18,Beijing,0
108.108.100.131.141.150-31,Female,32,AURN03947588298939,Unity Bank,1249.71,3068,39031.38,Credit,2024-05-27,Berlin,0
92.20.140.118.172.250-83,Female,69,VGUM07300926911368,Summit Bank,5458.59,9753,42342.41,Debit,2024-09-06,Sydney,0
115.110.140.99.193.81-67,Female,74,SMCS99130083684353,Summit Bank,8775.84,7534,21230.02,Debit,2024-09-30,London,1
21.81.24.91.254.82-23,Female,62,TUPY50528039249654,Unity Bank,8893.15,9617,12348.18,Credit,2022-11-20,London,1
162.167.57.248.211.200-84,Male,43,GYJU31504053122966,Pioneer Savings,8071.55,4809,10059.4,Credit,2022-08-25,Beijing,1
87.67.158.229.220.52-47,Male,54,GKSM97519055699834,Unity Bank,9706.79,4978,32929.64,Credit,2021-12-18,Tokyo,1
95.101.214.54.195.238-29,Female,50,QFDK10197608640192,Summit Bank,6709.77,9551,45820.09,Debit,2023-03-15,New York,0
74.247.240.163.141.33-14,Female,61,UAWJ62490430373413,Global Bank,149.81,4986,3734.81,Debit,2024-03-22,Beijing,0
123.223.56.151.71.144-99,Male,45,THCK21035991358369,Summit Bank,4077.98,9496,47945.76,Credit,2024-11-07,London,0
121.232.42.211.140.203-35,Male,66,WYQN38497273799944,Capital Trust,7332.95,5028,34922.27,Debit,2024-06-22,Tokyo,0
161.222.229.192.8.233-33,Male,79,VKWJ03420140482489,Global Bank,2737.36,7730,34361.85,Debit,2024-02-27,Mumbai,1
131.116.98.36.228.130-18,Female,36,PSXX98572678104290,Global Bank,6157.12,2556,21136.27,Debit,2022-10-06,New York,0
192.6.190.169.129.58-83,Female,58,HUZU19387898663550,Capital Trust,2720.6,9988,28372.71,Credit,2023-01-18,Tokyo,0
206.83.162.130.221.217-78,Female,18,QFWY97960477460127,Unity Bank,1811.38,7283,31907.89,Credit,2024-05-07,Tokyo,0
175.67.161.27.191.160-42,Female,76,PWHX27021068133540,Summit Bank,805.44,8690,10381.95,Debit,2022-07-07,London,0
198.34.96.100.7.238-51,Female,43,QUSW96229664374574,Global Bank,4051.12,6611,6035.23,Credit,2024-05-19,Berlin,0
159.146.2.92.89.226-12,Male,38,COAK68472331018220,Global Bank,1462.57,5925,4151.76,Credit,2024-09-08,Beijing,0
4.47.62.196.71.197-72,Female,52,VQZW04243489450289,Capital Trust,5235.08,1916,38311.25,Debit,2024-04-15,Mumbai,0
242.12.224.179.38.34-20,Female,73,MSPW68915072791108,Global Bank,544.71,7252,48766.83,Debit,2024-10-26,Sydney,1
244.71.138.93.78.123-54,Male,27,WCXX74427408659238,Summit Bank,9666.74,7344,44157.45,Credit,2022-01-05,Berlin,0
93.88.146.6.50.4-41,Female,77,YQEQ86739987530930,Unity Bank,8232.72,9977,25318.44,Debit,2024-11-12,Berlin,1
242.131.115.171.128.146-92,Male,30,UQKU76134936511641,Global Bank,2980.47,6032,34251.6,Credit,2024-03-12,London,1
150.209.69.245.80.224-17,Female,20,EKFT98648183698364,Unity Bank,8764.32,1549,20867.2,Credit,2023-12-13,Beijing,0
57.20.250.56.189.112-48,Male,26,EGIJ64495556412923,Unity Bank,9606.23,5486,6460.4,Credit,2023-11-02,Mumbai,0
196.93.46.155.182.112-11,Female,56,PTMK76249236957209,Capital Trust,7593.07,1062,35488.03,Debit,2022-06-20,London,0
126.198.20.4.35.25-37,Female,42,NPBI39361394499700,Capital Trust,7327.64,6282,16773.23,Credit,2022-04-03,Tokyo,0
111.62.34.76.177.108-96,Male,36,GPWF02076417079917,Summit Bank,569.34,1565,43553.02,Credit,2024-05-30,Berlin,0
122.237.84.169.17.81-10,Female,60,HRIO75111347200004,Unity Bank,4429.27,1521,34324.71,Credit,2022-10-25,New York,1
171.159.214.133.44.33-34,Female,73,ETYR12562284000020,Pioneer Savings,580.21,1988,23843.08,Debit,2022-11-09,London,0
223.48.93.180.106.231-51,Female,61,FVHL19959574066153,Summit Bank,6923.15,5473,14405.83,Debit,2022-11-21,Beijing,1
23.164.181.90.154.222-82,Female,45,OWPN27073022233593,Capital Trust,5269.96,5154,9338.03,Credit,2022-09-23,Mumbai,1
241.221.185.56.195.127-88,Male,22,FXXP42955634631974,Capital Trust,9939.79,9534,33320.02,Credit,2022-05-28,Berlin,0
212.91.233.101.61.208-57,Male,42,CUHY16623394044840,Global Bank,83.82,4722,40368.24,Debit,2023-11-26,Sydney,1
96.7.210.72.144.102-40,Female,51,HVEY39398886854271,Summit Bank,631.6,1325,36182.3,Debit,2023-06-05,Mumbai,1
104.195.5.5.50.208-12,Male,57,IUBE30837390066917,Global Bank,3464.02,6499,44940.58,Credit,2024-04-18,Sydney,0
86.58.193.217.125.179-54,Female,64,QCQE67063845049716,Summit Bank,5057.8,6448,29266.87,Credit,2023-07-20,Sydney,1
237.47.189.80.193.10-51,Male,54,IDBI97024621024076,Pioneer Savings,5787.43,2491,42375.2,Debit,2022-11-22,Sydney,0
235.75.253.241.1.9-51,Male,45,GHER92403791554840,Global Bank,241.98,8974,18065.94,Debit,2023-12-13,Beijing,1
79.145.129.29.224.138-40,Male,49,KUMA39211875715361,Pioneer Savings,4208.64,5090,40807.28,Debit,2024-05-17,Mumbai,1
117.187.168.217.23.59-64,Male,79,BKJE93091528951325,Pioneer Savings,9026.31,2370,43848.4,Credit,2021-12-04,Tokyo,1
198.255.147.84.138.222-17,Male,32,SRVY77164295144095,Global Bank,3073.46,3859,16931.91,Credit,2024-09-07,Sydney,1
40.184.156.78.132.56-88,Male,34,XPPY29201008978718,Pioneer Savings,4364.1,4497,28661.21,Debit,2022-07-29,London,0
227.188.115.77.151.97-95,Male,49,VKHK52597776796528,Pioneer Savings,7860.12,5949,39630.99,Debit,2022-07-10,Mumbai,0
142.8.123.95.223.122-78,Male,46,WDXC88472596863016,Summit Bank,6255.46,4849,48961.08,Debit,2024-02-20,Mumbai,1
131.162.124.3.249.7-89,Female,41,SHQY61166303754066,Global Bank,4003.57,6363,10835.67,Debit,2023-07-14,Berlin,1
106.16.246.170.117.174-77,Female,54,MWME48879040823026,Capital Trust,9284.54,1421,33673.94,Debit,2024-01-16,London,1
169.132.138.148.243.153-97,Male,45,YAGQ00785028304572,Pioneer Savings,420.98,8933,46070.84,Debit,2024-09-08,London,0
78.32.149.73.50.205-69,Female,44,WXNP21480831502837,Global Bank,5794.93,2758,4184.15,Debit,2024-04-16,London,0
143.18.181.188.199.232-20,Male,62,YDDB04430901043829,Capital Trust,6425.15,6396,39589.69,Credit,2022-01-15,London,0
83.112.139.235.192.96-84,Male,19,OBIA20006846774231,Pioneer Savings,2719.36,1974,22758.04,Debit,2022-02-08,Sydney,0
190.248.92.120.13.211-86,Female,69,KESA64244292450774,Capital Trust,6506.98,5468,33529.78,Debit,2024-04-01,London,0
82.34.152.54.234.141-33,Male,43,AISZ42283749352832,Pioneer Savings,8519.94,1128,2672.21,Debit,2023-05-05,Beijing,0
192.123.247.105.154.244-30,Female,63,BNXZ41510275088538,Global Bank,4370.28,1354,48044.35,Debit,2022-12-12,Mumbai,0
232.175.193.108.80.198-26,Female,52,KJLZ09013597297727,Capital Trust,2338.65,1683,45276.89,Debit,2022-10-07,Tokyo,1
171.119.208.6.123.69-33,Male,67,DYFB48042368242758,Summit Bank,2120.25,5670,22634.85,Credit,2023-04-21,London,0
177.237.190.224.21.185-51,Male,46,WHVF74983806181935,Summit Bank,8252.82,9311,19034.31,Debit,2023-05-03,Tokyo,0
0.239.207.8.14.35-79,Male,71,GTMI34577384525137,Capital Trust,6115.0,2941,23899.73,Debit,2022-02-21,New York,1
123.125.225.200.59.70-90,Male,40,CTOB66030928645292,Capital Trust,7943.31,9425,6886.65,Credit,2023-11-03,Beijing,1
146.204.247.153.218.136-98,Male,66,CWEJ00062421231304,Unity Bank,8589.09,8664,4304.59,Credit,2022-06-02,London,1
11.65.224.240.158.26-19,Female,71,KJNA31531500762465,Summit Bank,215.05,1169,40186.81,Debit,2024-03-25,Tokyo,1
136.251.100.205.32.59-80,Female,31,AZJB55620728900765,Capital Trust,1329.37,9712,29773.41,Credit,2023-10-07,Mumbai,1
151.73.69.44.58.236-15,Female,48,LMOH20439721027300,Unity Bank,9990.47,4213,37877.9,Debit,2022-12-10,New York,0
97.22.147.111.103.109-68,Male,52,IFZT14149514651010,Global Bank,6319.9,3891,18854.58,Debit,2024-01-12,Berlin,0
232.245.232.205.236.121-71,Male,64,WHDY46667917578207,Unity Bank,8295.44,7901,42526.04,Credit,2022-12-31,Tokyo,1
197.43.249.127.42.163-99,Female,50,MZUW46440568333299,Capital Trust,5484.21,1659,41298.96,Credit,2024-01-24,London,0
49.130.188.170.147.158-91,Female,39,KSHN14277468982763,Capital Trust,5223.7,3005,36626.91,Credit,2022-04-18,New York,1
220.86.32.113.6.60-86,Male,31,XJDP80508824323420,Unity Bank,13.37,6414,41992.08,Credit,2022-10-26,Beijing,1
202.155.49.126.62.216-29,Female,59,SGUS81777242011023,Summit Bank,2027.23,3192,22499.36,Credit,2022-07-18,New York,0
190.234.217.204.243.135-26,Male,55,BUKY25035864669903,Global Bank,1261.21,2057,17125.97,Debit,2022-07-14,New York,1
131.220.91.155.234.227-88,Male,80,FYDC63096174324019,Summit Bank,2062.32,6209,40197.74,Debit,2022-10-02,Tokyo,1
127.123.70.197.149.217-46,Female,69,JEBR75480909634123,Unity Bank,6105.41,6105,5722.4,Debit,2023-02-23,Mumbai,1
155.105.124.34.90.227-59,Female,55,KNWX42697983258442,Pioneer Savings,8405.09,6122,17864.5,Debit,2023-03-25,New York,1
219.94.8.177.105.81-94,Female,58,QBJG77944013187115,Unity Bank,5142.72,7827,42866.6,Debit,2024-09-22,London,1
99.246.168.11.101.111-81,Female,25,DVQE49177777323271,Capital Trust,9771.5,6422,10108.17,Credit,2022-06-07,Tokyo,0
40.55.143.219.210.254-81,Female,46,QWMD37108904027933,Capital Trust,3464.65,2482,36344.42,Credit,2021-12-17,Tokyo,0
181.63.38.90.151.57-35,Female,70,PJQW06808959284013,Capital Trust,3905.18,1939,6094.64,Credit,2023-12-16,New York,1
123.120.151.220.174.231-12,Male,67,LTML89448462927896,Pioneer Savings,127.31,5831,34578.37,Credit,2024-11-19,Berlin,0
50.171.93.201.131.154-21,Female,58,SDLG03121573758554,Unity Bank,2024.75,1950,37257.38,Credit,2022-12-06,Sydney,0
34.75.156.159.161.122-44,Female,68,QKEO44614444339338,Pioneer Savings,741.98,3693,1043.22,Debit,2024-09-17,London,0
179.142.30.24.201.196-84,Female,36,IUSZ53606093803830,Global Bank,3061.2,7035,6693.01,Credit,2023-07-16,Mumbai,1
121.53.144.175.195.223-57,Female,71,KTSC05963080571795,Pioneer Savings,8222.65,2449,2333.83,Credit,2022-07-13,New York,1
56.3.135.181.191.22-94,Male,37,HFEO45044261887254,Global Bank,268.57,8716,48318.96,Credit,2024-10-14,Mumbai,0
250.61.82.138.138.51-12,Female,77,UATV94653968508576,Global Bank,4086.59,5452,20436.48,Credit,2022-04-03,Tokyo,1
224.186.164.40.251.246-61,Male,51,VROK78798904685645,Pioneer Savings,8468.59,3107,37466.67,Credit,2023-06-18,New York,0
169.27.33.165.125.43-87,Female,63,OPFW29786300660843,Summit Bank,3009.67,2246,4276.17,Debit,2022-08-13,Tokyo,0
139.111.84.106.135.146-32,Male,40,HDUM26452014659836,Global Bank,4854.46,9593,48075.13,Credit,2022-04-22,Tokyo,0
95.156.10.63.247.48-42,Male,77,CWML69255789536253,Global Bank,1370.46,4132,28884.22,Credit,2023-06-11,Beijing,1
11.219.194.134.186.20-77,Female,44,OEHY37522103975468,Capital Trust,4168.3,2401,39052.53,Credit,2024-03-23,Beijing,0
95.8.88.55.201.82-34,Female,30,VVEM75000192637377,Capital Trust,9082.32,8193,18578.81,Debit,2022-07-02,Tokyo,1
51.172.127.116.76.137-18,Female,54,EVVU96009054383503,Unity Bank,1956.87,5657,25027.13,Debit,2024-11-07,Mumbai,0
213.85.128.206.121.80-64,Female,68,BEGO38420124241967,Unity Bank,332.24,6555,34646.29,Debit,2024-10-24,Sydney,0
86.112.127.188.138.241-54,Male,70,GVHQ08263829333562,Pioneer Savings,6719.15,8933,44025.7,Credit,2024-10-21,Beijing,0
65.170.201.116.107.174-83,Male,73,NSOC50944527413689,Capital Trust,5149.76,1754,27368.84,Debit,2024-03-02,Sydney,1
96.18.178.78.235.88-89,Male,73,MBNG79112672117797,Capital Trust,1111.89,1968,5684.77,Credit,2022-02-26,Sydney,1
17.116.147.164.42.182-63,Male,73,LPMH30215477820272,Summit Bank,5810.09,4943,42436.81,Credit,2023-05-15,Mumbai,1
74.27.167.129.160.168-28,Male,43,PFLZ41700304871927,Unity Bank,3556.92,5429,42885.62,Debit,2022-02-11,Mumbai,0
111.228.122.237.154.179-26,Male,60,OCTD79174039526917,Summit Bank,6181.3,6286,7914.57,Credit,2023-06-11,London,1
174.232.148.89.186.29-25,Male,66,OYYK92047563083195,Pioneer Savings,3963.67,4988,34524.82,Credit,2024-07-21,Beijing,1
46.89.101.130.6.114-21,Male,29,KNRZ62014456729399,Summit Bank,8982.39,1304,27621.07,Credit,2022-01-25,Tokyo,1
136.60.10.99.149.16-29,Male,72,EYWC43567744660749,Global Bank,246.47,5033,37200.46,Credit,2023-02-13,Berlin,1
57.120.230.36.197.133-12,Male,47,YXYU15315313061649,Pioneer Savings,3064.36,9299,32436.12,Credit,2023-01-14,Tokyo,1
38.108.173.137.72.80-69,Male,45,APAF93021220550475,Unity Bank,8240.49,6043,8967.83,Debit,2024-08-22,Berlin,1
150.165.116.9.28.195-33,Male,44,HRGM62524796907197,Unity Bank,7874.68,4499,41794.97,Credit,2024-09-10,Beijing,1
7.8.129.132.22.223-86,Male,21,YMML03183694221399,Global Bank,783.6,8604,8764.16,Credit,2022-12-22,Beijing,1
32.89.93.239.204.213-37,Female,60,HRZV72233557175784,Pioneer Savings,2265.85,6681,7405.52,Credit,2022-04-18,Mumbai,1
9.193.3.1.125.127-67,Female,32,LFAN09932399267913,Summit Bank,5217.28,7377,21199.94,Credit,2022-12-20,Sydney,1
162.96.227.100.96.78-18,Female,38,XWOH53263019437291,Capital Trust,7440.26,3632,20470.13,Credit,2022-07-03,Beijing,1
207.110.124.227.178.184-89,Female,41,QPTH47709204813932,Summit Bank,9439.35,7794,26247.23,Debit,2023-02-20,New York,0
195.23.160.164.124.88-61,Female,30,FTZC40579851914449,Global Bank,5928.26,5880,24376.07,Debit,2024-08-24,New York,0
103.152.63.6.193.94-83,Male,63,PMSC02616301681113,Pioneer Savings,9428.06,5484,21403.62,Debit,2024-05-21,London,0
91.12.5.180.103.121-18,Male,32,EQSK39132769617266,Summit Bank,3068.76,6769,11619.61,Credit,2024-02-09,London,0
64.19.142.124.200.130-21,Female,62,LWKR56178612745799,Summit Bank,5888.43,2641,46197.99,Debit,2023-09-27,London,0
100.157.21.194.162.7-68,Male,64,WERH09246809775506,Summit Bank,6209.86,6466,34904.31,Credit,2023-12-22,London,1
121.197.152.55.126.131-66,Female,66,IOUU19683935779740,Summit Bank,5536.95,9223,39683.2,Debit,2023-09-06,Beijing,0
232.191.66.104.101.44-83,Female,61,SWIZ84847863406438,Capital Trust,38.09,4427,41849.02,Credit,2024-04-16,Tokyo,0
122.167.21.185.161.97-43,Male,72,RMSU18577019444906,Unity Bank,9936.28,9500,13803.64,Debit,2024-09-16,Tokyo,0
26.6.56.203.207.101-62,Female,55,BNWF64352640795605,Global Bank,1124.97,1299,47808.5,Credit,2024-09-06,London,0
52.233.250.92.148.173-46,Male,22,SLIF40028508432724,Capital Trust,7417.1,3919,29969.55,Debit,2022-11-06,Berlin,0
193.77.199.221.224.83-68,Female,25,ETTB19363280488859,Pioneer Savings,3158.47,1881,45760.43,Debit,2023-11-20,Sydney,0
223.59.188.173.82.112-21,Male,28,HZVI08597185803861,Capital Trust,7484.14,7683,12513.63,Debit,2024-06-29,Sydney,1
213.54.212.76.112.252-87,Male,21,YEYR42474362577668,Unity Bank,2478.91,8098,36174.54,Credit,2022-03-31,Sydney,1
73.96.22.251.2.166-97,Male,76,URQP86117466787118,Pioneer Savings,8302.39,1944,32813.03,Credit,2021-12-30,London,1
13.46.41.146.171.3-10,Male,49,GAPP92219594673383,Pioneer Savings,2572.79,3506,13917.21,Credit,2022-08-22,Tokyo,1
26.184.179.175.44.131-45,Male,42,PCUH49105135722495,Capital Trust,224.78,6847,25513.86,Debit,2022-06-27,Beijing,0
105.137.149.100.167.51-32,Female,62,RQDJ67780976686091,Unity Bank,5174.55,9692,26649.37,Credit,2022-09-05,Mumbai,1
93.245.185.109.188.175-92,Male,47,VOBV07768868330765,Global Bank,4442.52,9761,49009.23,Debit,2022-07-05,Sydney,1
123.226.139.206.42.70-48,Female,46,KMUU98074504067867,Pioneer Savings,4182.72,2153,15412.03,Credit,2022-02-26,Mumbai,0
85.13.132.161.187.40-89,Female,75,AVZX11063014995174,Pioneer Savings,1855.21,2889,9366.67,Credit,2024-02-21,Berlin,0
118.160.55.147.158.24-94,Male,53,RWPA71661946755292,Unity Bank,7585.33,1556,7301.43,Debit,2024-09-25,Mumbai,1
129.180.198.223.67.245-38,Female,33,UECB59090914768951,Unity Bank,6270.53,8008,2123.96,Debit,2024-06-26,Berlin,1
161.241.133.230.179.3-56,Female,49,EOJB32830495791058,Unity Bank,8937.77,7755,39183.87,Credit,2024-03-19,Berlin,0
8.124.137.201.40.103-57,Male,40,YIQD96250198886565,Unity Bank,5839.44,6119,11688.9,Debit,2024-02-05,Berlin,0
111.80.133.148.147.213-83,Male,31,YRAL10211654155932,Capital Trust,7952.54,9688,43013.18,Debit,2023-08-08,Tokyo,1
28.213.235.170.19.78-94,Female,20,MRKK60827100504882,Summit Bank,4921.84,7134,34353.43,Debit,2023-02-26,Beijing,0
32.117.85.63.5.88-50,Female,64,RYEG17952968159168,Unity Bank,6473.78,1693,14652.5,Credit,2022-05-29,Sydney,1
255.252.154.40.6.203-29,Female,41,CHXB09593885525976,Pioneer Savings,3669.67,7948,45399.54,Debit,2023-12-14,Mumbai,0
